user_id,sku_id,time,type,cate,brand
200901,111225,2016-03-03 07:42:00,4,8,693
200901,77745,2016-03-03 08:21:00,4,6,269
200909,72463,2016-02-03 15:35:00,4,7,693
200909,3067,2016-02-03 15:40:00,4,8,693
200909,33726,2016-02-03 15:46:00,4,6,693
200909,163550,2016-02-03 15:49:00,4,4,306
201001,47107,2016-02-18 19:36:00,4,8,214
201001,106647,2016-03-16 12:34:00,4,4,885
201001,170626,2016-04-02 15:55:00,4,6,78
201034,154636,2016-03-10 18:11:00,4,8,545
201034,111391,2016-03-10 18:54:00,4,5,800
201034,138037,2016-03-22 06:03:00,4,4,375
201034,160485,2016-03-22 06:05:00,4,6,728
201040,127735,2016-03-02 16:37:00,4,8,214
201040,27582,2016-03-04 16:04:00,4,4,885
201043,36307,2016-03-14 23:06:00,4,8,306
201043,163943,2016-03-16 18:12:00,4,7,314
201043,6156,2016-03-18 17:15:00,4,6,165
201043,129598,2016-04-03 11:32:00,4,4,174
201043,6156,2016-04-08 11:31:00,4,6,165
201050,68654,2016-02-21 16:00:00,4,7,489
201050,70936,2016-02-21 16:00:00,4,4,885
201050,33726,2016-02-21 16:00:00,4,6,693
201050,121595,2016-02-21 16:00:00,4,5,693
201050,31662,2016-03-29 12:12:00,4,8,545
201081,51916,2016-04-09 11:10:00,4,6,375
201081,77008,2016-04-09 11:10:00,4,5,306
201081,153395,2016-04-15 22:18:00,4,8,545
201108,88295,2016-02-05 10:26:00,4,8,489
201108,5505,2016-02-05 10:26:00,4,8,214
201116,7295,2016-04-03 07:57:00,4,4,199
201116,131300,2016-04-03 08:06:00,4,8,693
201126,17660,2016-04-15 00:17:00,4,5,306
201126,79520,2016-04-15 23:01:00,4,8,489
201134,159255,2016-02-18 15:31:00,4,7,118
201134,126146,2016-02-18 15:31:00,4,8,800
201145,164252,2016-04-04 12:27:00,4,8,800
201145,146386,2016-04-06 18:14:00,4,7,306
201154,15661,2016-03-06 10:21:00,4,8,427
201154,155389,2016-03-30 11:46:00,4,7,306
201164,125188,2016-02-04 19:39:00,4,5,479
201164,63006,2016-02-04 19:55:00,4,8,214
201201,41101,2016-03-15 11:30:00,4,8,658
201201,71940,2016-03-15 16:53:00,4,6,800
201210,47213,2016-02-05 14:28:00,4,4,691
201210,34314,2016-04-08 21:47:00,4,8,545
201221,117210,2016-02-20 18:43:00,4,5,800
201221,85719,2016-04-05 22:29:00,4,8,800
201221,22359,2016-04-15 20:06:00,4,5,58
201224,38108,2016-02-02 11:34:00,4,6,375
201224,164211,2016-03-14 09:17:00,4,8,30
201230,111391,2016-02-29 21:25:00,4,5,800
201230,126146,2016-03-10 21:20:00,4,8,800
201230,42391,2016-03-15 17:58:00,4,9,589
201285,128988,2016-04-12 14:25:00,4,8,545
201285,40623,2016-04-13 02:18:00,4,7,489
201292,164954,2016-02-06 18:20:00,4,4,36
201292,77571,2016-02-06 18:30:00,4,8,489
201310,71940,2016-02-21 19:54:00,4,6,800
201310,154636,2016-02-22 13:06:00,4,8,545
201350,41618,2016-04-13 14:44:00,4,6,489
201350,88295,2016-04-13 14:44:00,4,8,489
201350,104129,2016-04-14 09:43:00,4,6,200
201372,139648,2016-02-26 16:41:00,4,6,489
201372,52343,2016-03-06 15:50:00,4,8,489
201391,41009,2016-03-11 14:14:00,4,6,78
201391,22030,2016-04-13 14:18:00,4,8,403
201435,159187,2016-03-27 11:57:00,4,5,225
201435,10598,2016-03-28 00:14:00,4,9,306
201435,42199,2016-04-08 11:35:00,4,8,545
201440,31700,2016-03-20 20:21:00,4,5,479
201440,63006,2016-04-07 09:20:00,4,8,214
201444,128567,2016-02-21 20:22:00,4,8,306
201444,135376,2016-03-08 10:40:00,4,4,453
201444,85764,2016-03-14 15:15:00,4,9,489
201444,19950,2016-04-01 21:07:00,4,5,306
201444,99425,2016-04-14 18:05:00,4,7,489
201449,81163,2016-03-28 15:42:00,4,6,306
201449,7498,2016-04-07 06:41:00,4,8,885
201457,145406,2016-03-09 20:32:00,4,8,214
201457,88764,2016-03-11 12:08:00,4,5,306
201457,165290,2016-03-14 15:02:00,4,4,885
201469,131886,2016-02-23 12:02:00,4,9,405
201469,18412,2016-03-07 00:01:00,4,8,214
201605,166640,2016-02-10 22:03:00,4,6,800
201605,102335,2016-02-11 15:15:00,4,4,375
201605,142477,2016-02-15 00:08:00,4,8,693
201647,97025,2016-02-12 19:58:00,4,8,885
201647,5825,2016-02-12 19:58:00,4,8,885
201647,5825,2016-02-12 20:02:00,4,8,885
201707,81256,2016-02-13 15:08:00,4,5,78
201707,126535,2016-03-20 15:10:00,4,8,545
201711,48091,2016-02-12 19:10:00,4,5,693
201711,86604,2016-02-12 19:10:00,4,6,693
201711,138853,2016-03-23 23:12:00,4,8,403
201768,103132,2016-03-03 08:12:00,4,8,545
201768,3752,2016-03-03 08:12:00,4,6,489
201768,127189,2016-03-03 08:12:00,4,5,159
201768,2100,2016-03-03 08:12:00,4,4,800
201795,99625,2016-03-08 20:46:00,4,8,214
201795,155389,2016-03-08 20:48:00,4,7,306
201798,83325,2016-03-16 04:06:00,4,4,453
201798,63006,2016-04-15 20:27:00,4,8,214
201804,159255,2016-02-14 22:50:00,4,7,118
201804,152478,2016-03-15 09:46:00,4,8,306
201868,17660,2016-02-15 14:14:00,4,5,306
201868,88764,2016-02-16 15:14:00,4,5,306
201868,18412,2016-03-29 21:21:00,4,8,214
201892,138778,2016-02-14 19:01:00,4,8,403
201892,14739,2016-02-14 19:01:00,4,6,165
201898,128988,2016-03-14 15:19:00,4,8,545
201898,126623,2016-03-18 15:31:00,4,5,479
201905,165594,2016-03-01 09:47:00,4,9,640
201905,124500,2016-03-15 10:13:00,4,7,38
201905,20308,2016-03-15 12:25:00,4,8,306
201917,165614,2016-03-07 11:53:00,4,5,306
201917,5505,2016-03-07 11:53:00,4,8,214
201942,18412,2016-02-15 13:56:00,4,8,214
201942,61531,2016-02-15 13:56:00,4,8,214
201942,47753,2016-02-17 16:35:00,4,9,630
201942,23757,2016-02-19 17:48:00,4,4,200
201953,5888,2016-02-15 14:04:00,4,4,519
201953,63006,2016-03-15 13:26:00,4,8,214
201976,73341,2016-02-15 15:05:00,4,5,885
201976,68767,2016-04-07 07:56:00,4,8,545
201985,108328,2016-02-19 17:07:00,4,5,800
201985,101181,2016-02-23 09:43:00,4,8,800
202014,68654,2016-02-16 21:51:00,4,7,489
202014,36638,2016-02-16 21:57:00,4,5,479
202014,154636,2016-02-16 22:10:00,4,8,545
202014,52283,2016-02-16 22:30:00,4,4,306
202030,170453,2016-02-27 13:10:00,4,5,306
202030,97007,2016-02-27 13:15:00,4,6,269
202030,24371,2016-02-27 13:49:00,4,8,545
202030,135272,2016-03-27 16:06:00,4,4,519
202050,148200,2016-02-16 11:50:00,4,5,225
202050,148200,2016-03-08 13:51:00,4,5,225
202050,70839,2016-03-09 22:07:00,4,8,545
202061,164833,2016-02-23 14:42:00,4,5,693
202061,122792,2016-02-23 14:42:00,4,5,693
202061,103126,2016-02-23 14:44:00,4,4,174
202061,170864,2016-02-23 14:45:00,4,6,165
202061,154636,2016-02-23 14:46:00,4,8,545
202061,103126,2016-03-17 19:12:00,4,4,174
202072,2100,2016-02-25 15:14:00,4,4,800
202072,37995,2016-04-14 13:59:00,4,8,30
202121,79520,2016-03-06 22:29:00,4,8,489
202121,157215,2016-04-05 23:19:00,4,7,306
202183,146353,2016-02-17 15:59:00,4,6,174
202183,148200,2016-02-17 16:04:00,4,5,225
202183,81490,2016-02-22 20:19:00,4,6,174
202183,110899,2016-03-03 23:07:00,4,5,693
202183,86427,2016-03-08 13:17:00,4,5,225
202183,61963,2016-03-08 15:52:00,4,6,59
202183,37009,2016-03-09 16:06:00,4,4,581
202183,47213,2016-03-09 16:06:00,4,4,691
202183,12609,2016-03-15 18:21:00,4,5,306
202183,35464,2016-03-17 14:36:00,4,5,489
202183,126018,2016-03-17 16:04:00,4,5,693
202183,76301,2016-03-17 22:54:00,4,5,232
202183,113963,2016-03-18 15:31:00,4,5,232
202183,113963,2016-03-18 15:45:00,4,5,232
202183,113963,2016-03-18 15:47:00,4,5,232
202183,37995,2016-03-20 16:02:00,4,8,30
202183,71940,2016-03-28 23:51:00,4,6,800
202183,160485,2016-03-28 23:51:00,4,6,728
202183,126092,2016-04-11 18:45:00,4,5,489
202183,35464,2016-04-12 22:52:00,4,5,489
202183,126018,2016-04-13 13:51:00,4,5,693
202183,81490,2016-04-13 20:42:00,4,6,174
202186,135376,2016-02-17 18:11:00,4,4,453
202186,128747,2016-03-10 00:46:00,4,8,489
202186,140687,2016-03-10 19:54:00,4,8,489
202313,2448,2016-02-25 05:14:00,4,6,174
202313,6156,2016-02-25 05:46:00,4,6,165
202313,8710,2016-02-25 05:48:00,4,6,165
202313,109802,2016-02-25 06:26:00,4,6,165
202313,93621,2016-02-25 06:33:00,4,6,375
202313,164258,2016-02-26 12:48:00,4,8,214
202403,97420,2016-02-19 17:21:00,4,4,800
202403,101891,2016-03-12 19:55:00,4,7,306
202403,10281,2016-03-12 21:18:00,4,8,766
202422,36307,2016-03-10 19:46:00,4,8,306
202422,18341,2016-04-09 17:20:00,4,4,36
202477,140921,2016-02-20 00:08:00,4,4,174
202477,164258,2016-02-22 13:46:00,4,8,214
202492,75877,2016-04-05 15:21:00,4,8,545
202492,2148,2016-04-14 09:20:00,4,6,165
202492,163206,2016-04-15 22:55:00,4,5,225
202513,62351,2016-02-20 13:48:00,4,8,306
202513,62351,2016-02-20 13:49:00,4,8,306
202520,2148,2016-04-08 11:22:00,4,6,165
202520,125756,2016-04-08 11:32:00,4,8,30
202531,37546,2016-02-25 13:57:00,4,6,489
202531,25176,2016-04-14 13:23:00,4,8,800
202538,152478,2016-02-20 19:54:00,4,8,306
202538,67589,2016-02-27 21:01:00,4,5,800
202554,147652,2016-02-23 23:09:00,4,4,658
202554,71110,2016-03-06 13:56:00,4,8,658
202565,88312,2016-02-20 21:42:00,4,7,306
202565,70353,2016-03-01 20:35:00,4,8,885
202591,128988,2016-03-02 23:03:00,4,8,545
202591,127670,2016-03-23 21:50:00,4,7,489
202603,152762,2016-02-21 12:27:00,4,4,174
202603,99693,2016-02-21 12:27:00,4,5,140
202603,69870,2016-02-21 12:27:00,4,6,269
202603,57018,2016-03-22 20:46:00,4,8,545
202610,156471,2016-02-21 12:13:00,4,5,78
202610,154636,2016-03-15 14:51:00,4,8,545
202611,96063,2016-02-21 12:51:00,4,5,306
202611,12564,2016-03-12 00:02:00,4,8,214
202613,37957,2016-02-22 11:49:00,4,8,489
202613,20819,2016-03-15 14:11:00,4,6,306
202633,12564,2016-02-06 18:46:00,4,8,214
202633,19950,2016-03-10 07:56:00,4,5,306
202734,65520,2016-02-22 20:49:00,4,8,30
202734,33723,2016-03-14 12:41:00,4,5,489
202734,7196,2016-03-14 12:41:00,4,6,235
202751,84544,2016-04-01 19:12:00,4,6,306
202751,20308,2016-04-01 19:12:00,4,8,306
202751,84544,2016-04-08 08:46:00,4,6,306
202754,124869,2016-03-15 21:17:00,4,7,306
202754,36307,2016-03-16 09:38:00,4,8,306
202766,133803,2016-03-26 08:09:00,4,8,800
202766,158230,2016-03-26 08:09:00,4,6,693
202791,125188,2016-02-28 00:07:00,4,5,479
202791,166354,2016-03-21 22:46:00,4,8,545
202798,166354,2016-02-23 12:55:00,4,8,545
202798,90338,2016-04-01 15:13:00,4,7,427
202825,66320,2016-02-24 13:07:00,4,4,923
202825,106262,2016-02-24 13:07:00,4,7,741
202825,39253,2016-02-24 13:07:00,4,8,403
202833,9069,2016-02-23 22:52:00,4,6,885
202833,125110,2016-03-01 13:19:00,4,8,30
202879,103594,2016-03-30 03:59:00,4,4,800
202879,94482,2016-03-30 04:13:00,4,8,658
202879,15547,2016-04-12 12:49:00,4,7,56
202884,163680,2016-03-22 16:16:00,4,4,306
202884,36748,2016-04-15 00:06:00,4,8,427
202892,61531,2016-02-26 11:31:00,4,8,214
202892,8210,2016-02-28 08:41:00,4,9,630
202913,24048,2016-02-25 08:34:00,4,4,36
202913,169819,2016-02-26 08:49:00,4,8,214
202913,75588,2016-02-26 08:49:00,4,5,306
202913,22140,2016-02-26 08:49:00,4,6,306
202970,148209,2016-02-24 17:06:00,4,9,427
202970,107481,2016-02-24 17:06:00,4,7,741
202970,101181,2016-02-24 17:06:00,4,8,800
202980,79636,2016-02-26 19:14:00,4,8,489
202980,74900,2016-02-26 19:14:00,4,4,36
202982,109083,2016-03-18 21:36:00,4,8,800
202982,16824,2016-03-18 21:49:00,4,5,375
202982,47213,2016-03-31 14:13:00,4,4,691
202996,68654,2016-03-12 08:25:00,4,7,489
202996,163550,2016-03-27 23:00:00,4,4,306
202996,54357,2016-03-28 16:01:00,4,6,489
202996,42199,2016-04-05 11:36:00,4,8,545
202998,79636,2016-02-24 22:30:00,4,8,489
202998,22962,2016-03-07 13:44:00,4,4,885
202998,112031,2016-03-17 20:06:00,4,6,269
203010,17660,2016-02-24 21:49:00,4,5,306
203010,154636,2016-02-25 09:35:00,4,8,545
203072,40964,2016-03-14 00:05:00,4,4,230
203072,154636,2016-03-26 23:13:00,4,8,545
203079,123016,2016-02-15 19:36:00,4,8,693
203079,87331,2016-02-15 19:36:00,4,6,375
203114,64794,2016-02-25 17:59:00,4,8,30
203114,138151,2016-02-25 17:59:00,4,8,30
203114,142140,2016-02-25 17:59:00,4,8,30
203115,14433,2016-02-25 20:12:00,4,8,30
203115,157215,2016-02-25 20:12:00,4,7,306
203117,59259,2016-02-28 14:45:00,4,4,658
203117,112373,2016-03-01 13:28:00,4,6,174
203117,6424,2016-03-10 10:45:00,4,4,800
203117,166707,2016-03-29 17:41:00,4,8,489
203131,57018,2016-02-25 21:38:00,4,8,545
203131,160656,2016-02-25 21:41:00,4,8,545
203132,63006,2016-02-25 19:39:00,4,8,214
203132,37546,2016-02-29 08:56:00,4,6,489
203132,37546,2016-02-29 09:35:00,4,6,489
203137,20719,2016-02-18 23:08:00,4,4,519
203137,168573,2016-02-19 11:33:00,4,5,124
203137,166707,2016-03-24 23:54:00,4,8,489
203154,76996,2016-03-01 12:22:00,4,7,489
203154,9702,2016-03-22 14:23:00,4,8,693
203160,68767,2016-03-13 21:31:00,4,8,545
203160,71801,2016-03-15 17:57:00,4,4,658
203166,154636,2016-03-20 19:58:00,4,8,545
203166,140921,2016-03-27 13:19:00,4,4,174
203166,117692,2016-03-27 13:38:00,4,6,235
203172,111225,2016-04-01 18:31:00,4,8,693
203172,48091,2016-04-01 18:31:00,4,5,693
203183,54209,2016-02-26 10:20:00,4,6,306
203183,107711,2016-02-26 10:27:00,4,8,214
203186,68654,2016-02-26 10:45:00,4,7,489
203186,162344,2016-02-29 17:34:00,4,6,306
203186,132417,2016-03-15 23:47:00,4,8,214
203245,42988,2016-03-01 16:47:00,4,6,375
203245,117210,2016-03-01 16:58:00,4,5,800
203245,44854,2016-03-01 17:03:00,4,8,30
203245,117210,2016-03-10 11:13:00,4,5,800
203251,18412,2016-03-19 14:47:00,4,8,214
203251,5505,2016-03-19 14:57:00,4,8,214
203251,5505,2016-03-19 15:02:00,4,8,214
203251,167310,2016-03-19 15:08:00,4,8,214
203255,75588,2016-02-26 23:55:00,4,5,306
203255,148750,2016-02-26 23:55:00,4,6,427
203255,32465,2016-03-21 10:46:00,4,8,489
203255,113675,2016-03-22 14:34:00,4,4,453
203255,44866,2016-03-29 16:52:00,4,4,800
203263,18412,2016-02-26 22:35:00,4,8,214
203263,139648,2016-02-28 21:40:00,4,6,489
203263,31962,2016-02-28 21:40:00,4,5,479
203368,116820,2016-03-13 19:49:00,4,9,813
203368,108328,2016-03-13 19:49:00,4,5,800
203368,38019,2016-03-13 19:49:00,4,7,427
203368,71801,2016-03-13 19:49:00,4,4,658
203368,95728,2016-03-16 15:40:00,4,8,375
203375,162573,2016-03-06 10:22:00,4,4,885
203375,79520,2016-04-14 14:34:00,4,8,489
203398,75018,2016-02-28 00:01:00,4,9,630
203398,80128,2016-03-04 19:04:00,4,6,570
203398,57018,2016-03-28 01:05:00,4,8,545
203398,112068,2016-03-29 16:52:00,4,6,885
203398,25003,2016-03-29 16:55:00,4,5,489
203401,102213,2016-03-08 22:18:00,4,6,209
203401,19973,2016-03-08 22:18:00,4,8,658
203403,38222,2016-04-08 10:51:00,4,8,489
203403,99407,2016-04-15 12:25:00,4,5,479
203420,96959,2016-03-01 12:03:00,4,9,489
203420,160362,2016-03-05 20:07:00,4,6,693
203420,166876,2016-03-05 20:07:00,4,8,693
203420,7418,2016-03-05 20:07:00,4,7,306
203420,111391,2016-03-05 20:07:00,4,5,800
203420,138037,2016-03-13 19:55:00,4,4,375
203430,42988,2016-03-15 12:03:00,4,6,375
203430,50986,2016-03-15 12:36:00,4,4,306
203430,42988,2016-03-29 11:20:00,4,6,375
203430,163680,2016-03-29 11:44:00,4,4,306
203430,19246,2016-03-29 13:07:00,4,5,375
203430,149854,2016-04-04 09:23:00,4,8,800
203441,22962,2016-03-14 14:25:00,4,4,885
203441,168200,2016-03-14 15:55:00,4,5,306
203441,22140,2016-03-14 15:55:00,4,6,306
203441,98685,2016-03-15 01:28:00,4,7,306
203441,39139,2016-03-15 01:28:00,4,7,306
203441,73398,2016-04-08 20:49:00,4,8,306
203458,163680,2016-03-15 19:29:00,4,4,306
203458,156484,2016-03-21 14:19:00,4,7,306
203458,128988,2016-03-21 14:19:00,4,8,545
203458,134452,2016-03-25 17:20:00,4,6,117
203458,148200,2016-03-25 17:20:00,4,5,225
203463,31662,2016-02-28 15:20:00,4,8,545
203463,68767,2016-02-28 15:24:00,4,8,545
203463,87473,2016-02-28 16:10:00,4,5,159
203476,35464,2016-02-28 17:18:00,4,5,489
203476,142477,2016-03-15 18:38:00,4,8,693
203485,18412,2016-02-16 19:40:00,4,8,214
203485,79616,2016-02-16 19:40:00,4,4,36
203498,142477,2016-02-29 13:09:00,4,8,693
203498,65785,2016-02-29 13:16:00,4,5,693
203498,37546,2016-02-29 13:19:00,4,6,489
203498,32876,2016-02-29 13:27:00,4,4,885
203507,85580,2016-03-02 15:03:00,4,7,374
203507,20739,2016-03-02 15:03:00,4,7,693
203507,14577,2016-03-02 15:03:00,4,8,677
203507,31730,2016-03-02 15:03:00,4,9,374
203507,129184,2016-03-02 15:03:00,4,9,374
203507,101016,2016-03-02 15:03:00,4,5,800
203507,155213,2016-03-02 15:03:00,4,4,923
203507,8607,2016-03-02 15:03:00,4,7,374
203507,125742,2016-03-02 15:03:00,4,7,374
203507,109654,2016-03-02 15:03:00,4,7,374
203507,160501,2016-03-08 12:53:00,4,6,514
203510,57018,2016-04-11 17:40:00,4,8,545
203510,72967,2016-04-14 10:14:00,4,4,519
203522,2072,2016-03-15 22:48:00,4,6,306
203522,14163,2016-03-15 22:52:00,4,8,306
203522,121496,2016-03-15 23:10:00,4,5,306
203608,166876,2016-03-02 21:30:00,4,8,693
203608,9159,2016-03-02 21:30:00,4,6,800
203608,65785,2016-03-02 21:30:00,4,5,693
203608,88312,2016-03-02 21:30:00,4,7,306
203608,101254,2016-03-02 22:10:00,4,9,813
203623,70726,2016-03-12 12:16:00,4,7,489
203623,113305,2016-04-10 22:05:00,4,8,244
203630,32453,2016-03-02 16:55:00,4,9,640
203630,32876,2016-03-02 16:55:00,4,4,885
203630,166707,2016-03-02 16:55:00,4,8,489
203636,22238,2016-03-01 16:02:00,4,5,489
203636,54357,2016-03-01 16:02:00,4,6,489
203636,31662,2016-03-01 16:02:00,4,8,545
203636,69943,2016-03-28 11:05:00,4,9,741
203636,124951,2016-03-28 11:05:00,4,7,157
203663,128988,2016-03-03 17:19:00,4,8,545
203663,106895,2016-03-03 17:25:00,4,5,800
203663,78327,2016-03-03 17:26:00,4,4,885
203684,70491,2016-03-06 14:17:00,4,6,306
203684,89329,2016-03-12 22:23:00,4,8,214
203711,79520,2016-03-10 20:10:00,4,8,489
203711,43405,2016-03-10 20:10:00,4,6,489
203711,96889,2016-03-10 20:10:00,4,7,489
203711,35464,2016-03-10 20:10:00,4,5,489
203722,68293,2016-03-09 12:55:00,4,8,658
203722,30740,2016-03-09 12:55:00,4,5,800
203722,28276,2016-03-09 12:55:00,4,4,519
203722,63585,2016-03-09 12:55:00,4,6,135
203741,3067,2016-03-04 08:05:00,4,8,693
203741,138037,2016-03-04 08:11:00,4,4,375
203741,99425,2016-03-04 08:11:00,4,7,489
203741,96959,2016-03-04 08:11:00,4,9,489
203748,136919,2016-02-12 19:32:00,4,4,581
203748,136919,2016-02-12 19:56:00,4,4,581
203748,88126,2016-02-14 15:28:00,4,4,923
203748,136919,2016-02-22 19:28:00,4,4,581
203748,64160,2016-03-09 15:04:00,4,6,232
203748,66579,2016-03-10 10:31:00,4,5,140
203748,66579,2016-03-13 20:57:00,4,5,140
203748,66579,2016-03-13 20:58:00,4,5,140
203748,127152,2016-03-16 18:13:00,4,5,106
203748,66579,2016-03-20 00:07:00,4,5,140
203748,2143,2016-03-20 00:10:00,4,5,570
203748,137196,2016-03-28 20:36:00,4,4,581
203748,132782,2016-03-31 11:39:00,4,8,658
